	Of-098	Of-104	Of-112	Of-114	Of-126	Of-130	Of-142	Of-150	Of-152	Of-154	Of-158	Of-162	Of-170	Of-180	Of-200	Of-202	Of-216	Of-224	Of-266	
Ofaveolata030480	1	0	3	0	4	3	2	0	1	0	0	6	1	4	0	0	0	0	8	
Ofaveolata030481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030482	1	0	0	0	0	0	0	1	0	0	0	6	3	0	0	1	0	0	3	
Ofaveolata030483	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	
Ofaveolata030484	10	10	1	0	8	5	2	6	1	0	1	4	3	1	0	0	0	0	10	
Ofaveolata030485	5	0	1	0	1	0	5	0	0	0	0	2	2	0	0	0	0	4	1	
Ofaveolata030486	3	0	2	0	4	0	0	0	1	5	0	5	7	1	0	0	0	0	2	
Ofaveolata030487	13	7	5	0	14	24	3	4	5	0	3	33	3	2	1	2	0	14	30	
Ofaveolata030488	8	0	0	0	8	7	0	0	0	0	0	13	2	0	0	9	0	3	14	
Ofaveolata030489	7	0	2	8	26	9	7	1	0	0	0	45	21	5	0	0	0	18	43	
Ofaveolata030490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Ofaveolata030491	0	5	1	0	1	0	0	0	1	0	0	7	1	0	0	0	0	2	7	
Ofaveolata030492	304	74	113	58	618	246	103	137	37	1	10	598	323	52	4	110	10	193	945	
Ofaveolata030493	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
Ofaveolata030497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	
Ofaveolata030499	232	81	76	14	317	268	123	64	57	2	9	410	210	36	38	165	5	115	457	
Ofaveolata030500	47	0	14	4	62	33	13	11	13	0	1	57	41	6	5	24	3	21	97	
Ofaveolata030501	53	6	18	5	99	33	11	9	7	0	1	22	11	7	12	12	0	10	34	
Ofaveolata030502	15	7	8	3	9	21	6	3	0	1	0	14	6	5	0	3	1	2	49	
Ofaveolata030503	39	5	14	3	100	40	16	25	5	2	6	50	32	11	3	21	3	25	61	
Ofaveolata030504	171	105	40	17	154	128	60	39	9	2	7	144	89	45	20	60	3	68	241	
Ofaveolata030505	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030508	37	29	7	0	89	31	8	1	0	0	0	68	33	13	0	17	2	23	99	
Ofaveolata030510	44	6	13	0	35	30	7	3	0	0	0	60	20	5	1	14	0	19	65	
Ofaveolata030511	4	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	7	
Ofaveolata030513	43	13	41	0	37	34	22	12	8	1	4	97	82	35	16	42	7	38	137	
Ofaveolata030514	3	0	1	0	10	4	2	2	0	0	0	16	5	0	0	1	0	7	8	
Ofaveolata030515	54	4	3	1	45	41	8	17	9	0	0	56	24	0	1	5	0	7	86	
Ofaveolata030516	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	
Ofaveolata030517	132	28	40	4	220	86	36	28	21	3	0	264	119	37	14	69	0	82	233	
Ofaveolata030519	1	0	0	0	9	0	1	1	0	0	0	6	3	0	2	2	0	2	17	
Ofaveolata030520	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030522	12	12	0	0	5	1	2	8	0	0	0	7	0	0	0	5	0	3	5	
Ofaveolata030524	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030525	11	1	6	0	18	21	2	7	3	0	0	33	14	4	1	5	0	6	33	
Ofaveolata030526	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
Ofaveolata030527	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	
Ofaveolata030528	8	0	2	0	7	7	2	0	2	0	0	6	1	0	0	0	0	2	16	
Ofaveolata030529	16	0	14	0	1	18	0	3	6	0	4	53	31	1	0	6	0	15	32	
Ofaveolata030530	83	312	0	45	19	6	0	0	0	0	0	15	2	4	0	1	1	13	8	
Ofaveolata030531	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
Ofaveolata030532	12	6	0	23	66	23	12	34	18	0	1	83	82	56	1	91	2	45	79	
Ofaveolata030533	2	0	1	0	4	3	0	0	0	0	0	8	6	0	0	0	0	1	9	
Ofaveolata030534	0	0	0	0	7	6	6	0	0	0	0	7	4	1	0	4	0	0	14	
Ofaveolata030536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Ofaveolata030537	2	0	0	0	4	4	0	0	0	0	0	1	6	5	0	0	0	0	4	
Ofaveolata030538	12	0	6	0	25	4	1	1	0	0	0	34	9	1	0	4	0	6	33	
Ofaveolata030539	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	
Ofaveolata030540	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	
Ofaveolata030541	54	54	38	6	75	69	36	28	7	5	6	128	50	9	2	16	3	46	130	
Ofaveolata030542	4	0	5	0	23	20	7	0	1	0	0	31	16	0	0	12	0	7	66	
Ofaveolata030543	9	2	7	0	16	6	7	0	2	0	0	19	8	2	0	1	0	18	14	
Ofaveolata030544	28	3	12	14	23	9	11	2	5	8	0	24	16	9	2	4	0	11	49	
Ofaveolata030545	52	15	11	9	62	55	24	14	11	0	12	88	33	3	3	8	0	34	233	
Ofaveolata030550	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030554	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	
Ofaveolata030558	16	0	1	1	7	0	5	2	0	0	0	16	10	0	0	7	0	3	22	
Ofaveolata030559	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030560	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	1	
Ofaveolata030561	87	21	39	0	205	82	22	32	15	0	3	316	112	20	0	13	0	49	253	
Ofaveolata030562	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030563	9	7	7	0	5	2	3	3	0	0	0	7	6	1	0	2	0	4	14	
Ofaveolata030564	81	32	64	11	161	32	63	5	8	0	6	100	64	22	89	68	0	41	18	
Ofaveolata030565	17	18	0	0	21	5	20	0	0	0	0	4	3	0	0	0	0	0	10	
Ofaveolata030567	397	103	117	70	729	148	22	66	35	24	45	168	234	250	152	265	7	83	84	
Ofaveolata030570	47	17	10	4	44	23	19	6	13	4	1	21	10	8	12	8	0	11	39	
Ofaveolata030572	2	0	5	0	3	5	2	1	4	0	0	19	13	3	4	9	0	6	13	
Ofaveolata030573	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030574	5	0	6	0	15	9	1	5	5	0	0	55	16	0	0	11	0	13	42	
Ofaveolata030575	2	0	0	0	3	7	3	0	0	0	0	15	1	1	0	3	0	4	19	
Ofaveolata030576	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	
Ofaveolata030578	1	0	0	0	1	0	0	3	0	0	0	5	0	0	0	0	0	0	4	
Ofaveolata030579	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	7	
Ofaveolata030584	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	5	3	
Ofaveolata030585	1	0	1	0	0	0	1	1	1	0	0	4	0	0	0	2	0	1	0	
Ofaveolata030586	3	2	2	2	5	6	6	6	0	0	1	16	7	1	0	5	0	4	11	
Ofaveolata030588	3	0	10	0	4	4	2	2	5	0	0	8	16	2	3	0	1	9	24	
Ofaveolata030590	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030591	20	5	5	7	41	15	8	5	0	0	0	34	14	1	2	9	1	4	60	
Ofaveolata030593	174	197	16	10	82	194	22	37	10	2	2	163	67	49	1	42	4	58	129	
Ofaveolata030595	41	24	8	2	31	20	6	5	1	0	0	46	14	3	9	8	0	10	69	
Ofaveolata030596	7	2	2	0	0	2	1	1	0	0	0	2	1	7	0	0	0	0	3	
Ofaveolata030597	3	1	14	0	42	31	16	21	7	0	0	5	27	14	8	3	4	8	8	
Ofaveolata030598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Ofaveolata030599	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030600	4	0	2	0	7	3	0	5	0	0	0	13	5	0	0	0	0	7	21	
Ofaveolata030601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
Ofaveolata030603	0	0	6	0	0	4	1	0	0	0	0	9	1	0	0	0	0	5	0	
Ofaveolata030604	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030613	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030614	13	15	1	0	11	4	5	6	0	0	4	5	0	9	1	1	0	0	13	
Ofaveolata030616	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	
Ofaveolata030617	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
Ofaveolata030619	3	0	2	5	3	0	1	2	0	0	0	3	1	0	0	0	0	0	4	
Ofaveolata030620	5	0	1	0	9	10	14	0	0	0	0	26	17	0	0	15	0	10	51	
Ofaveolata030621	2	7	0	0	6	5	0	0	0	0	0	17	4	0	0	0	0	1	10	
Ofaveolata030622	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Ofaveolata030623	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	
Ofaveolata030624	50	5	17	17	66	53	29	2	26	1	4	136	50	22	0	23	2	33	141	
Ofaveolata030625	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
Ofaveolata030626	51	9	12	1	72	17	14	13	4	3	0	105	62	13	4	0	1	32	130	
Ofaveolata030628	1	0	2	0	5	1	0	0	0	0	0	9	2	0	0	0	0	1	4	
Ofaveolata030629	8	3	16	0	7	0	2	0	5	0	0	50	18	6	0	6	0	18	15	
Ofaveolata030631	11	3	9	5	12	3	3	2	5	0	1	12	5	7	2	6	0	6	15	
Ofaveolata030632	3	0	0	0	15	0	0	5	0	0	0	10	7	0	0	0	0	3	8	
Ofaveolata030633	1	0	0	0	2	0	0	0	0	0	0	5	4	0	0	0	0	0	2	
Ofaveolata030637	12	20	5	1	30	21	13	14	12	0	0	40	32	11	0	3	3	9	76	
Ofaveolata030638	26	4	7	0	95	13	7	3	10	0	0	39	27	10	6	25	0	8	45	
Ofaveolata030640	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	2	0	2	
Ofaveolata030641	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	3	
Ofaveolata030643	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030644	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	
Ofaveolata030645	4	0	1	0	8	2	1	0	0	0	0	6	0	1	0	0	0	1	13	
Ofaveolata030646	2460	764	2914	550	7331	4970	1854	2248	1123	200	340	12081	6535	1875	604	3298	159	4637	13830	
Ofaveolata030647	154	41	30	1	152	84	34	23	2	0	9	107	35	0	24	32	0	24	210	
Ofaveolata030648	34	0	5	0	12	16	6	6	4	1	0	42	15	7	5	9	1	12	38	
Ofaveolata030649	57	33	26	17	81	83	39	18	11	0	6	68	50	12	0	53	8	29	75	
Ofaveolata030651	1	0	0	0	4	1	0	0	0	0	0	8	0	6	0	0	0	2	3	
Ofaveolata030652	1	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	2	
Ofaveolata030653	3	0	0	0	0	1	0	0	0	0	0	4	8	2	0	0	0	4	0	
Ofaveolata030654	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	
Ofaveolata030655	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	1	0	1	3	
Ofaveolata030656	7	0	10	2	10	8	3	0	0	0	0	8	17	9	0	6	0	3	17	
Ofaveolata030659	10	9	9	1	3	7	13	13	0	0	1	28	18	10	0	18	1	6	40	
Ofaveolata030662	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Ofaveolata030663	0	0	11	0	0	0	2	0	0	0	0	4	0	1	0	12	0	0	7	
Ofaveolata030664	12	7	8	2	23	21	11	5	2	0	0	35	13	6	7	22	0	10	49	
Ofaveolata030665	73	9	16	8	72	85	12	11	3	0	0	69	20	9	16	11	4	21	100	
Ofaveolata030667	15	0	5	0	32	12	21	6	0	0	3	66	14	6	4	8	2	10	28	
Ofaveolata030668	15789	6733	7403	3358	10189	12678	6785	3447	3963	932	1660	18201	14055	7068	2749	9428	920	10138	19413	
Ofaveolata030669	29	23	19	9	38	25	17	8	0	0	0	47	30	7	0	2	0	7	83	
Ofaveolata030670	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030671	240	25	107	12	561	129	37	132	14	3	5	714	295	84	39	179	1	159	334	
Ofaveolata030672	11	6	8	4	2	4	7	0	4	0	0	32	15	0	0	7	0	9	22	
Ofaveolata030673	31	32	46	6	47	58	69	28	22	0	0	78	59	31	4	53	6	33	135	
Ofaveolata030675	53	12	6	4	74	27	23	14	10	0	0	91	44	8	0	35	0	21	128	
Ofaveolata030676	6	4	6	0	23	6	10	2	0	0	0	19	10	0	0	0	0	11	42	
Ofaveolata030677	22	0	4	0	39	10	2	0	0	0	0	31	11	0	0	1	0	15	47	
Ofaveolata030678	21	10	0	4	28	10	19	15	2	0	0	17	13	5	1	0	0	7	67	
Ofaveolata030679	646	193	165	46	684	510	231	147	68	3	7	893	435	110	47	135	14	217	2526	
Ofaveolata030680	47	45	23	3	52	32	23	24	1	18	7	78	39	8	1	14	1	39	113	
Ofaveolata030681	25	3	1	0	32	1	6	5	2	5	1	16	9	1	1	9	0	5	25	
Ofaveolata030683	49	12	13	0	38	67	25	12	2	3	0	43	13	22	5	24	5	10	154	
Ofaveolata030686	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	
Ofaveolata030687	0	0	0	0	1	0	0	7	0	0	0	1	0	0	0	0	4	0	4	
Ofaveolata030688	10	4	5	4	7	27	3	1	0	0	0	1	4	1	0	0	1	3	14	
Ofaveolata030689	25	28	4	0	10	25	5	1	9	0	2	18	11	9	1	4	1	11	50	
Ofaveolata030690	7	0	0	0	2	15	0	1	0	2	0	2	0	0	0	0	0	1	3	
Ofaveolata030691	7	1	5	0	17	12	4	1	2	0	0	26	21	0	0	8	1	12	17	
Ofaveolata030692	0	0	4	0	0	4	0	1	0	0	0	4	1	0	0	0	0	0	4	
Ofaveolata030694	2	0	0	0	0	1	2	4	0	0	0	1	4	0	0	0	0	1	0	
Ofaveolata030695	1	0	16	0	12	5	18	18	3	0	8	64	65	43	7	32	6	135	13	
Ofaveolata030697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	
Ofaveolata030698	2	1	5	2	4	6	21	9	5	1	0	42	21	12	1	14	1	20	21	
Ofaveolata030699	1	0	0	0	1	3	0	0	0	0	0	10	3	0	0	0	0	7	3	
Ofaveolata030700	25	0	13	1	48	48	37	5	7	0	0	47	17	1	7	0	0	23	91	
Ofaveolata030701	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	
Ofaveolata030702	6	1	4	0	0	6	7	4	0	0	0	15	16	0	0	0	0	6	18	
Ofaveolata030703	2	1	1	0	0	10	3	0	0	0	0	1	0	0	0	1	0	1	2	
Ofaveolata030705	119	29	49	46	165	127	77	30	37	2	12	219	113	23	4	16	1	71	271	
Ofaveolata030708	1	0	2	0	1	3	2	1	0	0	0	52	19	0	0	2	0	4	19	
Ofaveolata030709	1	0	6	0	2	18	5	2	1	0	0	22	6	1	0	4	1	11	26	
Ofaveolata030710	4	0	0	6	4	0	3	3	0	0	0	21	9	0	2	12	0	1	14	
Ofaveolata030711	8	11	0	1	6	12	6	0	5	0	4	27	4	4	0	2	0	7	44	
Ofaveolata030712	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030714	0	0	0	0	4	4	1	0	0	0	0	7	1	0	0	0	2	2	11	
Ofaveolata030715	22	9	238	24	34	257	127	337	56	6	5	1155	640	273	14	236	6	250	765	
Ofaveolata030716	1	0	7	0	0	7	5	1	1	0	0	42	21	5	0	10	0	7	30	
Ofaveolata030719	0	0	9	0	4	0	6	25	0	0	0	86	89	5	0	9	0	4	19	
Ofaveolata030724	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030727	53	19	303	54	113	112	0	0	0	0	8	25	13	0	0	23	0	24	75	
Ofaveolata030728	11	0	31	3	25	3	0	0	0	0	0	2	0	0	0	0	0	3	8	
Ofaveolata030729	5	0	15	0	16	0	5	3	0	0	0	14	17	0	3	4	0	7	71	
Ofaveolata030730	4	0	0	0	2	2	0	0	5	0	0	10	3	0	0	0	0	1	4	
Ofaveolata030731	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030733	7	1	3	1	12	7	0	2	6	0	0	7	8	2	1	4	0	8	6	
Ofaveolata030734	35	0	0	3	1	41	0	0	0	0	0	14	2	1	0	2	0	1	14	
Ofaveolata030738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
Ofaveolata030739	0	0	0	0	0	0	0	0	0	0	0	5	6	3	0	0	2	2	5	
Ofaveolata030741	25	5	6	0	25	17	5	5	13	0	0	47	22	4	1	18	0	16	62	
Ofaveolata030742	45	10	33	1	98	67	7	20	8	1	2	111	42	9	2	10	2	32	124	
Ofaveolata030743	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030744	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030746	97	338	2	13	38	128	14	0	0	0	0	18	3	0	10	5	0	41	120	
Ofaveolata030747	2	0	2	0	3	2	0	0	0	0	0	4	1	0	0	0	0	3	9	
Ofaveolata030748	25	11	19	10	25	57	61	5	16	3	4	53	32	13	8	32	6	23	102	
Ofaveolata030749	309	77	79	65	462	468	248	44	84	17	30	259	73	27	242	64	6	130	670	
Ofaveolata030750	6	5	0	0	9	0	2	1	1	0	0	11	7	0	0	1	0	4	26	
Ofaveolata030751	16	7	29	13	28	36	17	10	12	0	0	63	27	27	0	22	4	18	113	
Ofaveolata030752	19	5	0	0	23	22	13	1	0	0	0	34	18	14	7	4	0	8	35	
Ofaveolata030754	8	2	7	8	19	8	10	2	5	0	0	24	11	1	1	6	0	15	60	
Ofaveolata030755	0	0	0	1	1	0	1	0	0	0	0	3	0	4	0	0	0	2	0	
Ofaveolata030757	26	32	20	6	37	38	22	8	8	0	2	47	37	24	3	9	2	20	55	
Ofaveolata030758	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	
Ofaveolata030759	82	25	8	3	49	38	28	20	0	0	7	66	22	6	0	34	1	14	102	
Ofaveolata030760	127	19	70	9	112	45	42	23	15	8	8	157	92	18	40	25	2	45	169	
Ofaveolata030761	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1	1	
Ofaveolata030762	1	0	0	0	6	5	0	0	0	0	0	8	2	0	0	1	0	1	8	
Ofaveolata030763	77	18	5	11	86	24	5	2	6	1	2	50	19	16	3	24	1	16	67	
Ofaveolata030764	1	0	17	0	20	6	5	6	0	0	0	63	19	3	0	6	0	4	30	
Ofaveolata030765	0	0	8	0	15	4	6	4	0	0	0	29	7	0	0	0	0	3	7	
Ofaveolata030766	499	100	213	105	538	459	181	154	76	12	8	1050	468	227	37	121	11	289	949	
Ofaveolata030767	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	
Ofaveolata030769	34	7	20	2	54	14	9	24	21	0	0	66	40	8	5	20	1	20	65	
Ofaveolata030770	3	0	5	3	1	2	0	6	0	0	0	14	6	1	0	0	0	5	8	
Ofaveolata030771	6	0	0	0	5	3	0	1	0	0	0	5	7	0	0	0	0	2	8	
Ofaveolata030772	201	39	64	7	481	168	85	45	10	2	3	370	178	51	10	44	1	141	541	
Ofaveolata030773	48	10	37	2	60	32	33	18	7	4	4	147	65	18	4	32	1	38	181	
Ofaveolata030774	23	1	7	0	47	30	11	0	7	0	0	101	48	6	0	9	0	45	102	
Ofaveolata030775	7	0	4	0	15	2	2	11	0	0	0	33	19	0	0	6	0	19	76	
Ofaveolata030776	20	29	7	0	30	19	12	12	3	3	1	86	56	12	0	5	1	18	78	
Ofaveolata030778	1	1	1	1	2	5	0	0	0	0	0	2	1	0	0	0	0	0	4	
Ofaveolata030780	57	23	12	5	55	57	24	16	4	1	0	68	19	3	9	14	0	16	98	
Ofaveolata030785	117	18	23	24	247	95	58	36	10	9	3	250	126	20	30	31	6	83	311	
Ofaveolata030790	11	1	6	0	3	11	0	0	1	0	0	5	8	7	4	0	0	2	13	
Ofaveolata030792	0	8	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	
Ofaveolata030793	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	
Ofaveolata030794	157	31	44	23	156	175	59	37	40	2	4	191	112	57	23	79	4	54	171	
Ofaveolata030795	80	16	13	10	38	66	13	8	3	0	0	82	47	16	1	32	0	44	63	
Ofaveolata030796	9	2	4	2	14	4	2	11	0	0	1	13	11	1	0	5	0	4	25	
Ofaveolata030798	25	9	2	2	67	11	2	2	2	0	0	20	8	1	8	5	0	3	14	
Ofaveolata030799	26	15	2	1	53	17	2	1	0	0	1	6	10	0	10	0	0	7	23	
Ofaveolata030800	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
Ofaveolata030806	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	
Ofaveolata030807	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	
Ofaveolata030808	3	0	0	0	5	1	0	0	0	0	0	5	0	0	0	0	0	0	6	
Ofaveolata030809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030811	5	1	2	0	4	1	0	0	0	0	0	14	6	0	0	0	0	0	5	
Ofaveolata030812	15	5	23	3	22	12	12	11	34	1	1	36	18	9	5	12	2	11	26	
Ofaveolata030814	18	1	0	8	19	15	13	3	2	0	0	33	14	1	8	18	0	3	50	
Ofaveolata030815	108	23	39	11	186	66	30	47	10	9	2	214	113	42	12	62	3	57	233	
Ofaveolata030816	1	0	0	0	7	5	1	1	0	0	0	4	4	0	4	0	0	4	14	
Ofaveolata030817	2	0	0	0	4	0	4	0	0	0	0	4	2	0	3	12	0	0	10	
Ofaveolata030818	16	1	7	0	44	5	8	6	2	0	0	36	18	2	0	1	1	10	94	
Ofaveolata030822	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	
Ofaveolata030825	2	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	6	
Ofaveolata030830	30	11	27	2	61	36	15	22	12	3	2	137	38	10	5	27	2	31	123	
Ofaveolata030832	26	10	12	2	34	15	10	16	3	0	1	44	29	11	1	13	1	16	79	
Ofaveolata030834	11	0	0	0	17	5	0	1	0	0	0	20	13	0	4	0	0	5	43	
Ofaveolata030835	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	4	4	
Ofaveolata030836	1	0	0	0	4	0	0	0	0	0	0	2	2	0	0	0	0	0	3	
Ofaveolata030837	17	0	0	4	1	7	0	0	0	0	0	0	0	0	0	0	0	1	12	
Ofaveolata030838	250	389	13	9	57	58	23	9	13	0	0	57	35	6	0	7	0	19	294	
Ofaveolata030839	0	0	0	0	2	2	0	1	0	0	0	4	4	0	0	0	0	2	4	
Ofaveolata030841	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Ofaveolata030842	0	0	0	0	2	1	2	0	1	0	0	5	2	0	0	0	0	0	3	
Ofaveolata030843	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030844	0	0	0	0	0	1	2	0	0	0	0	5	0	6	0	0	0	0	3	
Ofaveolata030845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030846	5	0	0	0	7	1	0	2	0	0	0	9	1	0	0	6	0	2	9	
Ofaveolata030847	43	14	36	6	170	10	21	17	11	0	0	97	72	27	73	29	6	57	83	
Ofaveolata030849	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
Ofaveolata030854	7	0	0	0	6	4	0	0	0	0	0	5	2	0	0	0	0	0	5	
Ofaveolata030855	48	23	4	0	88	39	31	11	3	0	2	58	26	13	33	24	3	7	74	
Ofaveolata030856	1	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	
Ofaveolata030857	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	4	0	
Ofaveolata030858	1	0	5	0	2	2	4	0	0	0	0	10	3	5	0	5	0	3	26	
Ofaveolata030859	2	0	0	0	6	0	0	0	0	0	0	3	1	0	0	1	0	0	10	
Ofaveolata030860	29	7	17	28	13	36	23	19	18	1	0	25	24	11	25	16	2	31	31	
Ofaveolata030861	15	1	5	6	32	22	12	1	6	0	0	44	27	1	12	3	1	17	62	
Ofaveolata030862	16	2	0	4	29	14	1	4	1	0	0	25	13	0	1	0	0	4	47	
Ofaveolata030863	260	76	62	33	292	225	107	22	22	0	20	234	105	27	43	18	3	62	637	
Ofaveolata030864	0	0	0	0	2	0	0	3	0	0	0	17	8	0	0	0	0	7	40	
Ofaveolata030866	47	12	21	9	42	25	9	2	8	0	5	47	17	3	0	8	0	17	67	
Ofaveolata030867	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030868	68	14	11	0	97	32	7	7	7	1	5	54	28	3	15	30	1	25	66	
Ofaveolata030871	19	0	0	0	18	10	0	0	1	0	0	25	9	0	0	5	1	2	42	
Ofaveolata030874	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030875	5	0	1	0	9	6	3	6	2	0	0	7	6	1	1	0	0	2	25	
Ofaveolata030876	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030878	0	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	0	3	
Ofaveolata030880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Ofaveolata030881	82	8	29	0	203	53	19	13	0	0	3	78	67	11	11	59	0	56	131	
Ofaveolata030882	6	0	0	0	4	7	0	0	1	0	2	7	8	3	0	3	0	6	8	
Ofaveolata030883	17	20	5	1	11	22	4	8	0	0	3	23	20	8	1	14	2	8	16	
Ofaveolata030884	1	2	0	0	5	0	0	2	3	0	0	10	1	0	0	0	0	1	11	
Ofaveolata030885	22	29	11	0	33	34	9	11	3	3	0	27	18	1	4	9	1	10	93	
Ofaveolata030887	3	0	0	0	5	6	5	0	1	0	0	8	14	0	0	1	0	5	45	
Ofaveolata030889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Ofaveolata030890	0	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	10	
Ofaveolata030891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
